"","x"
"2499",6
"2500",5
"2501",3
"2502",6
"2503",3
"2504",5
"2505",3
"2506",3
"2507",2
"2508",5
"2509",4
"2510",3
"2511",1
"2512",3
"2513",6
"2514",4
"2515",4
"2516",4
"2517",2
"2518",5
"2519",6
"2520",3
"2521",5
"2522",3
"2523",2
"2524",6
"2525",5
"2526",3
"2527",4
"2528",3
"2529",1
"2530",2
"2531",1
"2532",5
"2533",2
"2534",2
"2535",1
"2536",5
"2537",3
"2538",2
"2539",1
"2540",6
"2541",2
"2542",6
"2543",4
"2544",5
"2545",1
"2546",4
"2547",1
"2548",5
"2549",5
"2550",3
"2551",3
"2552",5
"2553",5
"2554",5
"2555",6
"2556",1
"2557",6
"2558",1
"2559",1
"2560",3
"2561",1
"2562",1
"2563",2
"2564",1
"2565",4
"2566",6
"2567",2
"2568",2
"2569",2
"2570",6
"2571",6
"2572",1
"2573",3
"2574",6
"2575",3
"2576",6
"2577",1
"2578",3
"2579",4
"2580",6
"2581",1
"2582",5
"2583",4
"2584",6
"2585",5
"2586",5
"2587",4
"2588",6
"2589",2
"2590",3
"2591",5
"2592",6
"2593",3
"2594",4
"2595",5
"2596",2
"2597",6
"2598",1
"2599",3
"2600",6
"2601",3
"2602",4
"2603",3
"2604",3
"2605",5
"2606",1
"2607",1
"2608",1
"2609",1
"2610",2
"2611",4
"2612",4
"2613",6
"2614",2
"2615",4
"2616",3
"2617",3
"2618",2
"2619",5
"2620",1
"2621",3
"2622",3
"2623",1
"2624",1
"2625",6
"2626",6
"2627",1
"2628",2
"2629",2
"2630",1
"2631",2
"2632",6
"2633",1
"2634",3
"2635",2
"2636",4
"2637",1
"2638",5
"2639",4
"2640",5
"2641",3
"2642",5
"2643",6
"2644",5
"2645",4
"2646",5
"2647",6
"2648",2
"2649",2
"2650",3
"2651",6
"2652",4
"2653",1
"2654",5
"2655",5
"2656",2
"2657",4
"2658",1
"2659",3
"2660",6
"2661",5
"2662",6
"2663",5
"2664",6
"2665",2
"2666",3
"2667",6
"2668",1
"2669",6
"2670",3
"2671",6
"2672",4
"2673",5
"2674",4
"2675",3
"2676",4
"2677",1
"2678",1
"2679",5
"2680",6
"2681",4
"2682",2
"2683",6
"2684",6
"2685",5
"2686",1
"2687",6
"2688",2
"2689",3
"2690",5
"2691",1
"2692",1
"2693",5
"2694",1
"2695",1
"2696",4
"2697",6
"2698",5
"2699",3
"2700",6
"2701",2
"2702",3
"2703",3
"2704",4
"2705",2
"2706",2
"2707",1
"2708",4
"2709",2
"2710",3
"2711",3
"2712",6
"2713",6
"2714",5
"2715",2
"2716",5
"2717",4
"2718",4
"2719",4
"2720",2
"2721",4
"2722",5
"2723",3
"2724",2
"2725",2
"2726",5
"2727",4
"2728",2
"2729",5
"2730",5
"2731",2
"2732",3
"2733",6
"2734",3
"2735",5
"2736",5
"2737",5
"2738",5
"2739",4
"2740",6
"2741",5
"2742",6
"2743",6
"2744",4
"2745",2
"2746",2
"2747",6
"2748",1
"2749",1
"2750",6
"2751",2
"2752",6
"2753",5
"2754",3
"2755",2
"2756",1
"2757",4
"2758",3
"2759",1
"2760",5
"2761",6
"2762",2
"2763",4
"2764",6
"2765",2
"2766",3
"2767",2
"2768",1
"2769",5
"2770",6
"2771",4
"2772",1
"2773",4
"2774",6
"2775",6
"2776",3
"2777",2
"2778",5
"2779",6
"2780",4
"2781",5
"2782",4
"2783",5
"2784",4
"2785",6
"2786",1
"2787",4
"2788",3
"2789",6
"2790",4
"2791",3
"2792",4
"2793",5
"2794",1
"2795",1
"2796",6
"2797",6
"2798",5
"2799",3
"2800",5
"2801",4
"2802",4
"2803",4
"2804",3
"2805",3
"2806",3
"2807",4
"2808",2
"2809",1
"2810",3
"2811",6
"2812",3
"2813",6
"2814",2
"2815",6
"2816",2
"2817",3
"2818",3
"2819",6
"2820",2
"2821",2
"2822",1
"2823",1
"2824",1
"2825",2
"2826",4
"2827",4
"2828",2
"2829",4
"2830",1
"2831",6
"2832",6
"2833",6
"2834",1
"2835",2
"2836",5
"2837",6
"2838",5
"2839",4
"2840",3
"2841",4
"2842",3
"2843",4
"2844",2
"2845",3
"2846",2
"2847",3
"2848",1
"2849",1
"2850",1
"2851",5
"2852",4
"2853",4
"2854",2
"2855",5
"2856",1
"2857",4
"2858",2
"2859",1
"2860",3
"2861",5
"2862",4
"2863",3
"2864",5
"2865",1
"2866",1
"2867",2
"2868",6
"2869",5
"2870",2
"2871",4
"2872",6
"2873",3
"2874",6
"2875",3
"2876",4
"2877",3
"2878",6
"2879",4
"2880",2
"2881",2
"2882",2
"2883",1
"2884",5
"2885",1
"2886",5
"2887",4
"2888",4
"2889",6
"2890",3
"2891",3
"2892",4
"2893",5
"2894",2
"2895",4
"2896",1
"2897",1
"2898",6
"2899",5
"2900",3
"2901",1
"2902",6
"2903",5
"2904",5
"2905",4
"2906",2
"2907",3
"2908",3
"2909",4
"2910",4
"2911",4
"2912",6
"2913",3
"2914",5
"2915",2
"2916",3
"2917",6
"2918",4
"2919",3
"2920",1
"2921",5
"2922",5
"2923",4
"2924",3
"2925",6
"2926",6
"2927",1
"2928",5
"2929",4
"2930",6
"2931",6
"2932",4
"2933",6
"2934",4
"2935",3
"2936",5
"2937",3
"2938",5
"2939",1
"2940",6
"2941",4
"2942",4
"2943",2
"2944",6
"2945",6
"2946",3
"2947",5
"2948",4
"2949",2
"2950",5
"2951",6
"2952",6
"2953",2
"2954",1
"2955",3
"2956",1
"2957",1
"2958",4
"2959",4
"2960",4
"2961",3
"2962",4
"2963",1
"2964",3
"2965",1
"2966",5
"2967",1
"2968",2
"2969",5
"2970",5
"2971",6
"2972",3
"2973",1
"2974",2
"2975",6
"2976",3
"2977",1
"2978",4
"2979",1
"2980",2
"2981",2
"2982",2
"2983",6
"2984",1
"2985",4
"2986",6
"2987",4
"2988",5
"2989",2
"2990",1
"2991",1
"2992",4
"2993",1
"2994",2
"2995",6
"2996",2
"2997",1
"2998",2
"2999",6
"3000",6
"3001",6
"3002",2
"3003",2
"3004",6
"3005",1
"3006",1
"3007",5
"3008",1
"3009",2
"3010",3
"3011",4
"3012",2
"3013",3
"3014",1
"3015",1
"3016",3
"3017",5
"3018",4
"3019",6
"3020",2
"3021",1
"3022",3
"3023",4
"3024",1
"3025",5
"3026",4
"3027",6
"3028",4
"3029",3
"3030",5
"3031",1
"3032",2
"3033",5
"3034",2
"3035",6
"3036",2
"3037",1
"3038",6
"3039",6
"3040",1
"3041",5
"3042",2
"3043",4
"3044",6
"3045",2
"3046",1
"3047",6
"3048",1
"3049",4
"3050",5
"3051",1
"3052",5
"3053",1
"3054",3
"3055",2
"3056",5
"3057",3
"3058",4
"3059",2
"3060",6
"3061",4
"3062",4
"3063",5
"3064",2
"3065",3
"3066",5
"3067",1
"3068",6
"3069",4
"3070",3
"3071",4
"3072",6
"3073",1
"3074",4
"3075",4
"3076",3
"3077",4
"3078",4
"3079",6
"3080",3
"3081",6
"3082",6
"3083",3
"3084",2
"3085",6
"3086",4
"3087",3
"3088",6
"3089",1
"3090",1
"3091",5
"3092",3
"3093",3
"3094",5
"3095",1
"3096",1
"3097",2
"3098",1
"3099",4
"3100",4
"3101",5
"3102",4
"3103",3
"3104",3
"3105",1
"3106",6
"3107",3
"3108",5
"3109",5
"3110",5
"3111",4
"3112",4
"3113",5
"3114",4
"3115",2
"3116",5
"3117",6
"3118",1
"3119",5
"3120",2
"3121",1
"3122",5
"3123",6
"3124",2
"3125",2
"3126",1
"3127",6
"3128",2
"3129",5
"3130",6
"3131",2
"3132",6
"3133",4
"3134",1
"3135",5
"3136",5
"3137",4
"3138",4
"3139",2
"3140",1
"3141",5
"3142",4
"3143",2
"3144",6
"3145",3
"3146",2
"3147",1
"3148",2
"3149",1
"3150",1
"3151",1
"3152",3
"3153",2
"3154",5
"3155",1
"3156",6
"3157",1
"3158",5
"3159",1
"3160",4
"3161",5
"3162",1
"3163",6
"3164",3
"3165",5
"3166",4
"3167",2
"3168",1
"3169",2
"3170",6
"3171",6
"3172",1
"3173",4
"3174",2
"3175",2
"3176",2
"3177",6
"3178",6
"3179",3
"3180",3
"3181",2
"3182",3
"3183",1
"3184",3
"3185",4
"3186",2
"3187",6
"3188",1
"3189",6
"3190",2
"3191",2
"3192",4
"3193",6
"3194",2
"3195",5
"3196",6
"3197",1
"3198",3
"3199",4
"3200",5
"3201",1
"3202",6
"3203",1
"3204",1
"3205",4
"3206",2
"3207",2
"3208",4
"3209",6
"3210",3
"3211",3
"3212",2
"3213",6
"3214",3
"3215",1
"3216",3
"3217",6
"3218",4
"3219",1
"3220",4
"3221",1
"3222",1
"3223",6
"3224",5
"3225",2
"3226",5
"3227",5
"3228",5
"3229",3
"3230",4
"3231",2
"3232",4
"3233",3
"3234",2
"3235",4
"3236",1
"3237",4
"3238",1
"3239",6
"3240",2
"3241",5
"3242",3
"3243",6
"3244",2
"3245",4
"3246",3
"3247",4
"3248",2
"3249",6
"3250",1
"3251",3
"3252",4
"3253",1
"3254",4
"3255",2
"3256",2
"3257",4
"3258",3
"3259",5
"3260",1
"3261",4
"3262",1
"3263",4
"3264",3
"3265",6
"3266",6
"3267",5
"3268",5
"3269",3
"3270",1
"3271",6
"3272",4
"3273",1
"3274",3
"3275",2
"3276",5
"3277",2
"3278",1
"3279",4
"3280",4
"3281",4
"3282",1
"3283",1
"3284",6
"3285",5
"3286",3
"3287",3
"3288",3
"3289",5
"3290",4
"3291",5
"3292",2
"3293",3
"3294",6
"3295",3
"3296",6
"3297",5
"3298",3
"3299",4
"3300",3
"3301",1
"3302",1
"3303",3
"3304",2
"3305",4
"3306",2
"3307",6
"3308",4
"3309",5
"3310",4
"3311",6
"3312",6
"3313",1
"3314",4
"3315",3
"3316",1
"3317",4
"3318",6
"3319",5
"3320",4
"3321",4
"3322",5
"3323",6
"3324",1
"3325",2
"3326",1
"3327",1
"3328",3
"3329",2
"3330",2
"3331",2
"3332",6
"3333",6
"3334",4
"3335",4
"3336",3
"3337",5
"3338",6
"3339",5
"3340",4
"3341",4
"3342",4
"3343",4
"3344",6
"3345",2
"3346",3
"3347",6
"3348",1
"3349",3
"3350",2
"3351",1
"3352",6
"3353",5
"3354",2
"3355",3
"3356",5
"3357",5
"3358",1
"3359",5
"3360",5
"3361",2
"3362",6
"3363",3
"3364",2
"3365",2
"3366",6
"3367",1
"3368",3
"3369",5
"3370",6
"3371",3
"3372",2
"3373",4
"3374",3
"3375",1
"3376",3
"3377",1
"3378",6
"3379",2
"3380",4
"3381",3
"3382",3
"3383",6
"3384",4
"3385",6
"3386",6
"3387",1
"3388",5
"3389",6
"3390",2
"3391",1
"3392",3
"3393",6
"3394",3
"3395",2
"3396",6
"3397",6
"3398",3
"3399",6
"3400",2
"3401",4
"3402",1
"3403",1
"3404",4
"3405",6
"3406",2
"3407",6
"3408",4
"3409",6
"3410",4
"3411",3
"3412",4
"3413",3
"3414",1
"3415",2
"3416",5
"3417",5
"3418",3
"3419",3
"3420",4
"3421",6
"3422",2
"3423",4
"3424",3
"3425",2
"3426",4
"3427",3
"3428",4
"3429",2
"3430",3
"3431",4
"3432",6
"3433",3
"3434",3
"3435",2
"3436",2
"3437",4
"3438",3
"3439",6
"3440",2
"3441",4
"3442",2
"3443",2
"3444",1
"3445",4
"3446",2
"3447",3
"3448",5
"3449",1
"3450",5
"3451",3
"3452",2
"3453",4
"3454",6
"3455",6
"3456",5
"3457",4
"3458",4
"3459",6
"3460",4
"3461",1
"3462",3
"3463",2
"3464",1
"3465",4
"3466",6
"3467",1
"3468",4
"3469",1
"3470",1
"3471",5
"3472",4
"3473",5
"3474",6
"3475",5
"3476",3
"3477",1
"3478",3
"3479",1
"3480",2
"3481",1
"3482",1
"3483",4
"3484",1
"3485",4
"3486",2
"3487",6
"3488",6
"3489",4
"3490",5
"3491",6
"3492",1
"3493",2
"3494",6
"3495",6
"3496",6
"3497",4
"3498",5
"3499",3
"3500",1
"3501",5
"3502",1
"3503",4
"3504",3
"3505",1
"3506",2
"3507",4
"3508",6
"3509",3
"3510",3
"3511",6
"3512",2
"3513",3
"3514",5
"3515",3
"3516",2
"3517",1
"3518",5
"3519",1
"3520",4
"3521",5
"3522",4
"3523",4
"3524",5
"3525",1
"3526",3
"3527",6
"3528",1
"3529",3
"3530",6
"3531",2
"3532",1
"3533",3
"3534",2
"3535",6
"3536",4
"3537",2
"3538",4
"3539",1
"3540",2
"3541",1
"3542",3
"3543",1
"3544",5
"3545",2
"3546",5
"3547",2
"3548",2
"3549",1
"3550",2
"3551",6
"3552",5
"3553",2
"3554",4
"3555",5
"3556",1
"3557",2
"3558",2
"3559",6
"3560",4
"3561",6
"3562",6
"3563",5
"3564",6
"3565",1
"3566",6
"3567",6
"3568",6
"3569",5
"3570",6
"3571",3
"3572",5
"3573",3
"3574",5
"3575",2
"3576",4
"3577",6
"3578",3
"3579",1
"3580",1
"3581",2
"3582",6
"3583",6
"3584",3
"3585",6
"3586",1
"3587",2
"3588",5
"3589",6
"3590",3
"3591",4
"3592",4
"3593",3
"3594",5
"3595",4
"3596",1
"3597",2
"3598",1
"3599",4
"3600",4
"3601",1
"3602",4
"3603",5
"3604",5
"3605",2
"3606",5
"3607",2
"3608",4
"3609",5
"3610",5
"3611",6
"3612",1
"3613",1
"3614",2
"3615",3
"3616",5
"3617",1
"3618",3
"3619",2
"3620",4
"3621",4
"3622",2
"3623",2
"3624",6
"3625",1
"3626",5
"3627",1
"3628",3
"3629",5
"3630",2
"3631",5
"3632",2
"3633",1
"3634",4
"3635",1
"3636",6
"3637",4
"3638",5
"3639",2
"3640",4
"3641",2
"3642",6
"3643",3
"3644",6
"3645",3
"3646",4
"3647",3
"3648",1
"3649",3
"3650",2
"3651",5
"3652",1
"3653",5
"3654",1
"3655",6
"3656",5
"3657",5
"3658",2
"3659",5
"3660",6
"3661",5
"3662",5
"3663",5
"3664",4
"3665",4
"3666",2
"3667",1
"3668",2
"3669",6
"3670",4
"3671",4
"3672",1
"3673",6
"3674",6
"3675",3
"3676",4
"3677",1
"3678",5
"3679",3
"3680",5
"3681",6
"3682",3
"3683",5
"3684",6
"3685",4
"3686",1
"3687",5
"3688",3
"3689",1
"3690",6
"3691",5
"3692",6
"3693",2
"3694",4
"3695",5
"3696",6
"3697",1
"3698",2
"3699",6
"3700",3
"3701",5
"3702",6
"3703",4
"3704",5
"3705",6
"3706",6
"3707",3
"3708",6
"3709",5
"3710",3
"3711",4
"3712",6
"3713",4
"3714",3
"3715",1
"3716",2
"3717",2
"3718",2
"3719",2
"3720",3
"3721",3
"3722",3
"3723",2
"3724",5
"3725",2
"3726",5
"3727",4
"3728",6
"3729",6
"3730",1
"3731",2
"3732",5
"3733",1
"3734",1
"3735",2
"3736",2
"3737",3
"3738",4
"3739",6
"3740",5
"3741",1
"3742",2
"3743",4
"3744",5
"3745",1
"3746",6
"3747",5
"3748",3
"3749",6
"3750",1
"3751",4
"3752",5
"3753",3
"3754",2
"3755",5
"3756",2
"3757",4
"3758",6
"3759",6
"3760",4
"3761",6
"3762",2
"3763",5
"3764",3
"3765",6
"3766",1
"3767",2
"3768",2
"3769",5
"3770",6
"3771",6
"3772",4
"3773",1
"3774",4
"3775",3
"3776",3
"3777",6
"3778",6
"3779",1
"3780",3
"3781",1
"3782",3
"3783",2
"3784",4
"3785",1
"3786",1
"3787",6
"3788",3
"3789",1
"3790",5
"3791",2
"3792",3
"3793",4
"3794",1
"3795",2
"3796",5
"3797",3
"3798",5
"3799",5
"3800",4
"3801",3
"3802",6
"3803",3
"3804",2
"3805",6
"3806",2
"3807",3
"3808",6
"3809",5
"3810",4
"3811",4
"3812",6
"3813",5
"3814",5
"3815",5
"3816",1
"3817",1
"3818",3
"3819",2
"3820",1
"3821",3
"3822",6
"3823",3
"3824",3
"3825",5
"3826",2
"3827",5
"3828",2
"3829",5
"3830",6
"3831",4
"3832",4
"3833",1
"3834",4
"3835",6
"3836",5
"3837",5
"3838",5
"3839",4
"3840",3
"3841",4
"3842",2
"3843",5
"3844",5
"3845",1
"3846",3
"3847",4
"3848",4
"3849",3
"3850",5
"3851",5
"3852",5
"3853",2
"3854",2
"3855",1
"3856",5
"3857",2
"3858",4
"3859",2
"3860",4
"3861",2
"3862",1
"3863",4
"3864",2
"3865",3
"3866",2
"3867",4
"3868",4
"3869",6
"3870",4
"3871",1
"3872",4
"3873",5
"3874",6
"3875",1
"3876",1
"3877",2
"3878",5
"3879",3
"3880",3
"3881",1
"3882",3
"3883",5
"3884",2
"3885",2
"3886",4
"3887",1
"3888",2
"3889",1
"3890",1
"3891",3
"3892",5
"3893",3
"3894",2
"3895",6
"3896",5
"3897",6
"3898",4
"3899",6
"3900",4
"3901",3
"3902",2
"3903",4
"3904",2
"3905",1
"3906",1
"3907",2
"3908",3
"3909",1
"3910",3
"3911",6
"3912",3
"3913",4
"3914",1
"3915",3
"3916",2
"3917",2
"3918",2
"3919",3
"3920",5
"3921",3
"3922",6
"3923",2
"3924",3
"3925",1
"3926",6
"3927",3
"3928",5
"3929",6
"3930",3
"3931",4
"3932",6
"3933",6
"3934",2
"3935",1
"3936",2
"3937",3
"3938",6
"3939",1
"3940",1
"3941",6
"3942",2
"3943",5
"3944",3
"3945",4
"3946",6
"3947",3
"3948",3
"3949",5
"3950",6
"3951",3
"3952",4
"3953",1
"3954",4
"3955",3
"3956",3
"3957",4
"3958",5
"3959",3
"3960",6
"3961",5
"3962",2
"3963",3
"3964",4
"3965",2
"3966",6
"3967",4
"3968",6
"3969",2
"3970",5
"3971",4
"3972",5
"3973",3
"3974",2
"3975",1
"3976",5
"3977",1
"3978",2
"3979",5
"3980",4
"3981",2
"3982",6
"3983",2
"3984",5
"3985",2
"3986",2
"3987",3
"3988",6
"3989",1
"3990",2
"3991",1
"3992",6
"3993",4
"3994",6
"3995",2
"3996",1
"3997",5
"3998",6
"3999",6
"4000",4
"4001",6
"4002",4
"4003",5
"4004",4
"4005",6
"4006",3
"4007",3
"4008",3
"4009",3
"4010",3
"4011",2
"4012",6
"4013",2
"4014",6
"4015",5
"4016",2
"4017",6
"4018",3
"4019",3
"4020",1
"4021",1
"4022",2
"4023",3
"4024",4
"4025",3
"4026",4
"4027",2
"4028",1
"4029",3
"4030",6
"4031",2
"4032",3
"4033",4
"4034",4
"4035",1
"4036",6
"4037",2
"4038",5
"4039",1
"4040",4
"4041",3
"4042",3
"4043",5
"4044",5
"4045",2
"4046",1
"4047",6
"4048",2
"4049",4
"4050",2
"4051",2
"4052",5
"4053",2
"4054",2
"4055",3
"4056",3
"4057",3
"4058",6
"4059",5
"4060",3
"4061",2
"4062",3
"4063",1
"4064",5
"4065",4
"4066",5
"4067",4
"4068",5
"4069",1
"4070",1
"4071",1
"4072",2
"4073",1
"4074",5
"4075",1
"4076",4
"4077",1
"4078",2
"4079",1
"4080",5
"4081",1
"4082",3
"4083",1
"4084",2
"4085",2
"4086",1
"4087",1
"4088",6
"4089",4
"4090",2
"4091",5
"4092",1
"4093",1
"4094",4
"4095",1
"4096",5
"4097",4
"4098",3
"4099",6
"4100",1
"4101",1
"4102",6
"4103",5
"4104",2
"4105",5
"4106",4
"4107",3
"4108",5
"4109",2
"4110",3
"4111",1
"4112",6
"4113",1
"4114",3
"4115",2
"4116",4
"4117",4
"4118",2
"4119",1
"4120",1
"4121",4
"4122",1
"4123",2
"4124",2
"4125",3
"4126",3
"4127",1
"4128",5
"4129",2
"4130",6
"4131",5
"4132",6
"4133",4
"4134",2
"4135",4
"4136",3
"4137",1
"4138",2
"4139",4
"4140",5
"4141",6
"4142",5
"4143",4
"4144",3
"4145",6
"4146",2
"4147",2
"4148",5
"4149",3
"4150",2
"4151",5
"4152",1
"4153",4
"4154",4
"4155",6
"4156",3
"4157",3
"4158",2
"4159",4
"4160",1
"4161",1
"4162",1
"4163",5
"4164",4
"4165",1
"4166",5
"4167",6
"4168",2
"4169",3
"4170",5
"4171",6
"4172",4
"4173",2
"4174",5
"4175",2
"4176",5
"4177",6
"4178",1
"4179",3
"4180",1
"4181",5
"4182",3
"4183",4
"4184",6
"4185",6
"4186",1
"4187",4
"4188",4
"4189",2
"4190",2
"4191",2
"4192",1
"4193",4
"4194",6
"4195",6
"4196",5
"4197",1
"4198",5
"4199",4
"4200",6
"4201",5
"4202",5
"4203",5
"4204",2
"4205",2
"4206",2
"4207",5
"4208",2
"4209",1
"4210",5
"4211",4
"4212",5
"4213",5
"4214",5
"4215",3
"4216",3
"4217",2
"4218",4
"4219",6
"4220",2
"4221",5
"4222",2
"4223",1
"4224",6
"4225",4
"4226",5
"4227",5
"4228",1
"4229",2
"4230",4
"4231",2
"4232",6
"4233",1
"4234",2
"4235",5
"4236",4
"4237",1
"4238",1
"4239",5
"4240",5
"4241",4
"4242",1
"4243",4
"4244",6
"4245",1
"4246",2
"4247",4
"4248",2
"4249",2
"4250",3
"4251",3
"4252",1
"4253",5
"4254",1
"4255",2
"4256",5
"4257",4
"4258",4
"4259",4
"4260",5
"4261",5
"4262",6
"4263",3
"4264",3
"4265",4
"4266",5
"4267",5
"4268",1
"4269",5
"4270",2
"4271",1
"4272",1
"4273",2
"4274",3
"4275",4
"4276",3
"4277",1
"4278",2
"4279",6
"4280",2
"4281",2
"4282",1
"4283",1
"4284",6
"4285",5
"4286",1
"4287",2
"4288",4
"4289",2
"4290",4
"4291",2
"4292",5
"4293",5
"4294",5
"4295",3
"4296",2
"4297",2
"4298",1
"4299",1
"4300",6
"4301",1
"4302",5
"4303",2
"4304",6
"4305",5
"4306",4
"4307",1
"4308",4
"4309",2
"4310",6
"4311",2
"4312",4
"4313",4
"4314",5
"4315",1
"4316",2
"4317",1
"4318",6
"4319",6
"4320",5
"4321",3
"4322",6
"4323",1
"4324",1
"4325",6
"4326",6
"4327",3
"4328",5
"4329",6
"4330",1
"4331",4
"4332",5
"4333",3
"4334",1
"4335",5
"4336",5
"4337",2
"4338",4
"4339",5
"4340",3
"4341",4
"4342",6
"4343",2
"4344",5
"4345",2
"4346",3
"4347",6
"4348",3
"4349",1
"4350",4
"4351",3
"4352",3
"4353",5
"4354",2
"4355",4
"4356",2
"4357",6
"4358",2
"4359",2
"4360",1
"4361",3
"4362",5
"4363",2
"4364",6
"4365",5
"4366",4
"4367",4
"4368",1
"4369",3
"4370",4
"4371",3
"4372",1
"4373",1
"4374",1
"4375",2
"4376",6
"4377",6
"4378",5
"4379",5
"4380",3
"4381",6
"4382",1
"4383",3
"4384",5
"4385",2
"4386",2
"4387",6
"4388",6
"4389",3
"4390",2
"4391",3
"4392",4
"4393",2
"4394",5
"4395",6
"4396",3
"4397",1
"4398",2
"4399",5
"4400",3
"4401",1
"4402",4
"4403",2
"4404",4
"4405",2
"4406",5
"4407",4
"4408",6
"4409",4
"4410",1
"4411",4
"4412",2
"4413",1
"4414",3
"4415",3
"4416",4
"4417",1
"4418",1
"4419",5
"4420",6
"4421",5
"4422",3
"4423",6
"4424",2
"4425",2
"4426",5
"4427",2
"4428",5
"4429",2
"4430",1
"4431",2
"4432",1
"4433",3
"4434",1
"4435",5
"4436",6
"4437",6
"4438",4
"4439",2
"4440",6
"4441",4
"4442",4
"4443",5
"4444",5
"4445",3
"4446",3
"4447",1
"4448",2
"4449",1
"4450",2
"4451",4
"4452",2
"4453",6
"4454",2
"4455",5
"4456",1
"4457",5
"4458",3
"4459",1
"4460",5
"4461",3
"4462",6
"4463",5
"4464",6
"4465",1
"4466",4
"4467",2
"4468",6
"4469",5
"4470",1
"4471",5
"4472",5
"4473",3
"4474",4
"4475",5
"4476",6
"4477",1
"4478",4
"4479",5
"4480",4
"4481",1
"4482",5
"4483",3
"4484",5
"4485",6
"4486",6
"4487",1
"4488",6
"4489",6
"4490",5
"4491",2
"4492",1
"4493",6
"4494",5
"4495",6
"4496",1
"4497",3
"4498",4
"4499",4
"4500",6
"4501",4
"4502",2
"4503",6
"4504",2
"4505",6
"4506",2
"4507",6
"4508",3
"4509",5
"4510",1
"4511",2
"4512",5
"4513",5
"4514",1
"4515",2
"4516",2
"4517",2
"4518",2
"4519",1
"4520",3
"4521",2
"4522",1
"4523",6
"4524",1
"4525",6
"4526",3
"4527",3
"4528",1
"4529",5
"4530",3
"4531",4
"4532",3
"4533",6
"4534",4
"4535",1
"4536",3
"4537",3
"4538",1
"4539",1
"4540",4
"4541",5
"4542",2
"4543",1
"4544",3
"4545",4
"4546",3
"4547",1
"4548",3
"4549",6
"4550",5
"4551",3
"4552",4
"4553",4
"4554",2
"4555",6
"4556",2
"4557",1
"4558",5
"4559",6
"4560",2
"4561",3
"4562",2
"4563",4
"4564",2
"4565",4
"4566",4
"4567",3
"4568",3
"4569",1
"4570",3
"4571",3
"4572",4
"4573",2
"4574",6
"4575",1
"4576",6
"4577",2
"4578",6
"4579",6
"4580",1
"4581",3
"4582",2
"4583",5
"4584",4
"4585",2
"4586",4
"4587",4
"4588",2
"4589",4
"4590",5
"4591",6
"4592",3
"4593",4
"4594",4
"4595",2
"4596",2
"4597",1
"4598",5
"4599",3
"4600",4
"4601",6
"4602",5
"4603",5
"4604",2
"4605",3
"4606",4
"4607",4
"4608",6
"4609",3
"4610",1
"4611",1
"4612",5
"4613",3
"4614",4
"4615",1
"4616",3
"4617",3
"4618",1
"4619",1
"4620",5
"4621",6
"4622",5
"4623",6
"4624",5
"4625",3
"4626",3
"4627",2
"4628",1
"4629",4
"4630",1
"4631",1
"4632",6
"4633",4
"4634",5
"4635",5
"4636",2
"4637",5
"4638",3
"4639",5
"4640",6
"4641",1
"4642",5
"4643",6
"4644",2
"4645",4
"4646",1
"4647",1
"4648",3
"4649",1
"4650",2
"4651",1
"4652",4
"4653",5
"4654",6
"4655",5
"4656",3
"4657",2
"4658",4
"4659",5
"4660",2
"4661",2
"4662",6
"4663",5
"4664",4
"4665",1
"4666",5
"4667",3
"4668",3
"4669",4
"4670",6
"4671",3
"4672",3
"4673",6
"4674",2
"4675",1
"4676",1
"4677",1
"4678",4
"4679",4
"4680",5
"4681",5
"4682",2
"4683",4
"4684",3
"4685",2
"4686",3
"4687",6
"4688",1
"4689",2
"4690",6
"4691",6
"4692",1
"4693",1
"4694",6
"4695",4
"4696",3
"4697",1
"4698",6
"4699",1
"4700",5
"4701",1
"4702",5
"4703",6
"4704",3
"4705",4
"4706",2
"4707",4
"4708",5
"4709",1
"4710",2
"4711",1
"4712",5
"4713",1
"4714",2
"4715",1
"4716",5
"4717",4
"4718",2
"4719",4
"4720",6
"4721",6
"4722",2
"4723",1
"4724",2
"4725",6
"4726",2
"4727",3
"4728",5
"4729",2
"4730",6
"4731",6
"4732",6
"4733",6
"4734",1
"4735",4
"4736",2
"4737",3
"4738",4
"4739",5
"4740",4
"4741",4
"4742",5
"4743",3
"4744",1
"4745",5
"4746",1
"4747",4
"4748",5
"4749",1
"4750",6
"4751",1
"4752",2
"4753",5
"4754",6
"4755",6
"4756",4
"4757",1
"4758",4
"4759",3
"4760",4
"4761",5
"4762",2
"4763",4
"4764",3
"4765",1
"4766",5
"4767",3
"4768",1
"4769",4
"4770",5
"4771",3
"4772",4
"4773",2
"4774",2
"4775",3
"4776",2
"4777",4
"4778",2
"4779",1
"4780",1
"4781",1
"4782",2
"4783",5
"4784",4
"4785",4
"4786",6
"4787",6
"4788",3
"4789",5
"4790",3
"4791",6
"4792",2
"4793",4
"4794",4
"4795",4
"4796",1
"4797",3
"4798",1
"4799",5
"4800",5
"4801",2
"4802",4
"4803",5
"4804",3
"4805",6
"4806",6
"4807",6
"4808",1
"4809",6
"4810",6
"4811",5
"4812",6
"4813",2
"4814",6
"4815",1
"4816",5
"4817",5
"4818",5
"4819",6
"4820",5
"4821",4
"4822",4
"4823",3
"4824",2
"4825",1
"4826",6
"4827",6
"4828",3
"4829",4
"4830",6
